AT,V,AP,RH,PE
29.79,62.66,1008.5,48.51,440.27
20.1,59.87,1018.97,87.23,444.71
25.21,70.04,1009.51,76.13,432.93
27.44,47.93,1002.71,59.44,437.76
4.65,35.19,1018.23,94.78,489.36
7.93,42.28,1008.43,85.57,484.75
23.7,70.04,1011.13,84.16,436.28
23.14,58.18,1008.89,81.82,444.51
16.78,41.35,1000.23,70.52,459.64
13.98,40.24,1017.19,87.45,467.2
12.05,40.55,1016.63,100.14,472.19
7.0,41.55,1001.43,97.12,483.92
30.9,73.42,1011.21,65.32,433.44
31.16,69.88,1007.01,68.28,433.24
18.58,63.78,1016.24,78.74,453.96
30.88,67.83,1008.97,54.99,425.36
9.63,41.14,1027.99,87.89,469.73
25.61,58.86,1013.9,54.9,444.77
12.11,41.17,1019.46,62.59,475.53
31.24,72.39,999.47,68.17,430.7
15.03,40.66,1016.58,84.08,459.46
8.88,36.66,1026.61,76.16,480.2
14.43,35.85,1021.99,78.25,464.6
12.73,40.27,1005.68,68.77,475.61
12.31,44.03,1007.78,94.42,468.13
24.41,69.48,1008.34,76.13,435.38
27.14,65.27,1013.26,55.17,441.68
21.86,49.21,1014.61,53.31,452.77
11.74,40.6,1013.91,90.57,473.84
26.16,59.87,1013.24,71.92,446.73
24.9,58.49,1011.06,65.14,444.19
22.94,58.05,1012.27,80.12,433.77
6.93,43.13,1018.61,88.31,486.94
17.76,40.55,1002.82,73.77,461.8
31.92,75.33,1002.13,65.73,431.32
27.24,44.89,1009.61,51.89,442.84
4.61,40.27,1012.32,77.28,492.85
28.11,69.84,1004.68,67.08,427.33
16.85,39.64,1008.82,80.81,464.2
30.8,73.17,1010.51,51.93,432.24
12.38,48.04,1012.78,100.13,465.99
26.87,74.99,1002.48,71.91,437.78
8.27,37.7,1015.09,73.64,479.16
22.25,60.84,1018.07,73.67,443.99
12.89,36.71,1013.36,87.29,475.13
7.28,40.67,1020.16,72.7,493.3
20.57,44.9,1008.39,62.69,456.18
30.94,64.44,1014.36,53.76,439.84
14.02,44.47,1028.02,68.97,465.93
8.8,39.42,1025.17,68.72,476.5
22.05,63.31,1012.39,76.95,444.37
10.9,41.46,1016.66,86.2,479.45
20.91,58.2,1018.1,62.8,446.19
15.75,39.0,1015.91,69.58,460.73
27.66,69.75,1009.71,84.27,439.18
22.31,61.45,1009.25,98.56,437.05
23.43,69.23,1013.09,63.48,441.6
6.5,41.14,1028.15,86.78,480.96
19.93,62.1,1019.94,76.41,450.57
23.24,63.76,1010.1,79.16,441.35
29.0,70.72,1009.51,67.72,437.55
13.68,41.7,1019.19,84.07,464.46
5.76,45.87,1010.83,95.79,481.4
8.41,40.67,1019.97,69.2,489.25
21.83,57.85,1012.49,75.16,448.21
23.07,57.5,1015.7,75.47,447.49
9.76,39.16,1014.19,85.4,482.38
18.11,58.95,1016.61,89.17,454.29
7.65,41.01,1024.31,97.17,475.89
9.88,37.83,1005.68,97.61,470.44
20.77,56.85,1012.4,83.63,442.85
9.2,40.03,1017.05,92.46,480.38
32.09,72.86,1003.47,54.59,434.78
23.42,73.17,1012.07,88.39,438.22
11.49,44.2,1018.79,91.14,475.51
18.99,44.6,1014.7,40.11,463.48
9.14,42.44,1014.48,92.03,481.46
12.52,40.24,1020.45,97.41,470.56
26.47,47.43,1009.09,54.94,439.4
14.96,41.76,1024.07,73.17,463.26
16.95,40.12,1012.59,87.87,457.05
9.64,40.56,1022.51,78.62,483.39
14.01,39.0,1016.73,79.23,466.7
19.81,56.65,1020.62,67.99,457.72
14.42,44.88,1019.35,59.17,462.72
23.65,66.05,1019.6,78.21,442.9
24.1,68.08,1012.73,65.24,440.33
17.34,44.06,1015.84,74.88,458.5
6.19,41.31,1002.48,88.8,485.08
10.74,41.46,1016.76,84.59,479.94
14.14,43.34,1017.1,81.77,464.36
8.75,40.22,1008.96,90.53,482.8
8.77,42.49,1010.7,86.78,469.1
24.57,51.95,1005.8,70.07,448.15
13.79,45.08,1025.02,84.36,469.55
5.53,40.64,1020.78,97.25,479.88
20.35,68.61,1011.17,86.69,450.89
22.56,70.79,1005.85,93.09,435.14
12.65,44.34,1019.4,71.45,468.8
24.85,58.05,1011.5,70.12,444.53
7.24,41.17,1020.35,80.56,486.76
31.61,75.08,1004.83,42.29,436.67
24.93,69.05,1001.02,85.14,429.53
20.47,63.07,1012.79,88.67,451.71
9.33,36.3,1027.88,79.23,479.6
23.39,61.87,1010.35,48.91,444.03
20.58,50.78,1008.87,91.18,445.03
26.56,49.02,1007.65,70.78,438.82
27.88,70.79,1005.06,72.5,429.62
20.68,63.86,1015.73,74.36,447.84
20.28,68.63,1012.42,70.31,454.36
22.18,45.09,1014.04,43.13,455.4
25.15,68.61,1011.03,53.59,447.91
23.38,48.6,1004.45,69.19,440.9
23.85,72.43,1008.01,88.34,439.02
14.38,44.78,1010.8,66.58,459.66
16.15,41.85,1016.54,81.58,466.56
12.42,41.58,1019.49,86.31,466.05
28.54,71.94,1007.4,65.99,430.91
26.74,49.02,1008.18,67.59,438.06
27.21,66.49,1013.57,40.11,439.04
8.87,41.82,1033.3,74.28,477.97
22.83,58.62,1017.82,69.76,450.96
28.02,68.08,1013.44,44.46,434.95
25.41,48.06,1013.12,46.52,444.01
28.15,70.72,1009.76,73.38,436.19
18.95,46.21,1013.47,81.22,457.58
5.5,39.04,1021.46,78.91,478.65
14.66,43.13,1014.97,46.31,467.87
18.07,63.31,1016.65,72.81,456.5
19.23,41.67,1012.53,48.86,465.66
14.33,38.73,1003.52,85.92,468.86
27.85,66.44,1008.48,77.15,429.0
30.61,77.17,1009.49,73.19,430.46
12.31,41.06,1021.19,74.38,475.76
24.45,66.49,1014.24,58.15,449.22
23.94,62.08,1022.47,61.97,447.5
19.35,50.12,1005.43,100.1,447.43
24.37,73.42,1010.19,76.01,440.29
8.69,40.81,1026.19,86.25,484.55
7.3,43.65,1019.33,67.62,482.96
7.85,37.8,1020.9,59.19,478.68
19.24,58.33,1013.65,85.47,449.26
22.97,72.24,1011.15,95.85,437.41
10.1,40.22,1007.1,90.36,478.43
26.26,71.73,1009.59,80.06,430.79
25.06,65.46,1014.37,38.82,443.03
17.72,48.14,1013.26,65.09,457.44
8.51,40.78,1023.51,89.84,471.11
28.57,69.34,1007.98,65.55,439.46
29.78,73.42,1011.27,52.79,445.58
18.27,51.43,1010.38,88.39,460.41
22.11,59.44,1012.82,84.67,448.15
10.39,39.69,1003.31,89.6,473.0
20.57,60.1,1011.16,83.45,451.88
10.01,41.17,1018.78,86.84,479.4
20.01,52.9,1018.05,58.88,455.57
10.96,41.93,1019.28,87.38,473.28
28.26,72.43,1006.68,72.3,426.2
26.44,59.15,1013.35,60.71,439.65
7.38,41.22,1016.47,96.29,485.73
24.98,58.98,1010.34,78.56,441.33
15.66,41.35,1001.68,86.26,463.57
23.14,60.27,1018.51,80.54,442.59
24.96,65.18,1012.68,76.19,436.24
22.57,62.4,1009.77,86.05,444.69
27.88,75.23,1011.33,58.91,439.33
10.78,41.93,1015.56,95.71,478.88
7.54,40.72,1023.82,85.15,485.92
30.28,70.98,1007.51,74.28,432.64
27.01,52.3,1007.78,60.38,439.51
14.87,42.77,1017.94,75.06,462.03
8.01,40.62,1015.62,86.43,476.22
20.17,56.03,1019.47,56.77,458.04
23.19,42.67,1007.83,63.31,446.95
5.73,40.35,1012.24,91.84,490.5
21.54,58.49,1010.85,78.9,449.12
21.92,61.87,1009.68,58.83,445.52
20.58,54.5,1015.04,89.83,467.76
13.93,44.47,1025.35,81.54,469.25
13.65,44.6,1017.99,87.04,466.06
22.58,58.12,1014.88,80.59,448.32
28.9,60.07,1015.96,45.06,440.62
7.39,39.85,1011.63,83.61,487.84
12.59,44.34,1017.01,85.57,474.11
34.15,68.51,1010.75,37.02,430.19
19.96,39.53,1006.16,62.77,460.49
25.53,71.85,1009.19,74.7,431.26
19.86,41.67,1012.31,53.9,462.86
30.57,58.9,1004.54,54.37,438.49
31.59,62.7,1009.3,50.16,442.58
29.33,52.84,1006.04,44.3,438.25
7.78,40.8,1026.7,85.61,488.54
18.64,52.08,1004.24,99.9,451.3
30.96,69.82,1009.6,51.55,438.74
7.09,43.65,1019.6,72.1,483.42
25.34,49.5,1013.25,50.8,457.12
17.98,56.85,1012.28,84.52,448.71
10.11,39.35,1015.19,90.74,479.83
24.82,66.54,1010.0,60.36,440.88
27.91,63.76,1010.27,65.67,435.21
26.04,71.14,1011.66,68.95,433.78
28.83,64.96,1000.05,63.57,429.13
30.97,67.9,1005.98,55.6,428.26
12.33,39.28,1011.84,80.01,476.49
24.41,52.3,1006.28,70.33,442.62
8.81,43.14,1012.46,73.99,481.56
20.35,67.45,1015.14,69.22,447.64
15.81,54.3,1017.8,68.45,461.63
27.96,49.16,1004.8,35.64,442.49
13.55,42.99,1007.58,97.55,470.82
29.44,64.33,1011.4,61.78,442.32
24.33,49.16,1003.46,61.04,441.2
25.43,69.13,1002.2,86.44,431.53
19.21,58.49,1011.7,91.29,452.82
15.17,54.3,1017.38,72.11,464.39
16.55,41.66,1011.45,55.53,465.14
15.55,40.66,1016.21,88.5,457.53
29.9,74.99,1002.28,59.76,436.77
13.8,39.82,1012.37,83.69,473.56
29.16,73.17,1010.96,67.77,429.06
14.64,42.77,1017.59,79.6,464.27
26.64,69.13,1010.6,79.23,430.41
8.34,40.77,1010.84,90.01,480.48
10.79,43.56,1015.15,73.01,479.64
26.63,43.77,1011.33,49.3,440.95
32.45,68.3,1015.26,44.12,431.79
25.32,71.94,1009.94,62.93,435.06
16.17,41.79,1005.78,78.8,454.72
20.08,58.79,1017.32,81.59,451.21
12.88,40.64,1020.76,92.58,474.58
26.41,68.24,1010.6,77.79,428.52
21.82,63.9,1014.48,92.53,447.29
24.59,71.94,1006.89,88.52,430.28
20.86,67.25,1017.45,81.45,444.5
23.07,57.17,1009.84,76.8,444.08
22.91,61.86,1012.8,92.69,441.24
14.68,41.23,998.43,83.71,469.25
9.77,44.68,1023.37,91.4,477.56
10.1,41.4,1024.29,85.94,474.28
15.36,40.89,1007.59,86.08,464.12
20.03,57.19,1007.31,81.69,446.46
16.25,58.86,1015.94,86.52,456.49
13.92,39.39,1012.94,80.52,471.81
13.95,41.49,1019.95,86.46,465.24
13.74,34.03,1018.69,67.34,470.49
12.68,45.0,1022.54,77.19,479.69
29.98,76.09,1007.62,75.6,432.0
22.86,58.96,1014.03,54.96,451.82
17.33,53.16,1013.16,82.93,460.67
30.37,67.45,1015.35,45.6,431.38
14.74,43.99,1023.13,86.31,461.82
28.37,75.6,1017.48,55.19,439.25
19.87,48.14,1016.94,81.56,451.14
26.22,67.45,1013.7,44.04,440.17
23.63,65.59,1013.1,76.95,440.56
10.35,39.82,1013.33,94.78,477.14
24.67,61.5,1009.06,72.77,437.37
15.1,41.35,1003.84,97.89,466.14
12.99,43.8,1023.16,64.65,466.95
29.0,69.68,1012.78,66.09,442.79
15.48,44.99,1011.94,69.95,463.92
21.05,63.09,1016.49,91.23,447.45
5.66,40.0,1022.08,93.03,475.54
30.01,62.34,1005.28,62.34,435.94
13.92,43.41,1015.12,61.64,464.76
31.93,70.4,1005.27,73.71,432.29
21.9,66.54,1004.76,89.99,439.06
14.12,39.52,1018.41,78.32,465.09
21.82,65.27,1013.86,72.81,447.43
18.4,44.92,1024.88,64.89,458.36
22.08,55.5,1018.42,58.46,455.79
17.73,40.55,1003.36,74.62,462.69
8.91,43.52,1022.78,98.0,478.38
13.48,40.73,1017.59,94.81,463.6
17.92,50.66,1012.62,93.0,456.84
18.61,67.71,1004.07,84.49,443.57
25.66,70.02,1010.89,68.14,442.2
27.75,65.34,1014.8,45.91,440.83
8.46,39.42,1025.05,69.36,474.42
26.14,69.14,1007.1,88.27,439.03
16.57,43.7,1015.67,71.95,465.78
34.61,73.03,1013.61,36.91,438.56
13.92,39.58,1012.5,80.28,465.67
13.94,44.84,1023.69,95.3,468.06
11.31,42.02,1001.18,94.86,471.26
9.08,36.71,1025.07,81.32,479.02
8.64,34.69,1026.79,80.88,482.15
14.72,43.34,1013.07,85.61,464.22
27.46,67.69,1004.7,70.15,432.64
19.65,62.1,1019.46,77.82,449.13
18.93,59.39,1013.92,68.78,450.14
27.76,71.97,1008.53,86.97,434.04
7.54,38.56,1016.49,69.1,486.76
11.67,40.23,1017.65,82.48,475.07
18.28,44.2,1018.83,52.88,458.59
20.11,51.19,1007.82,92.06,449.03
29.87,73.91,1004.53,74.3,431.8
20.56,64.45,1012.24,53.09,458.97
12.75,44.2,1017.59,81.22,471.03
28.31,71.85,1009.0,77.56,429.57
8.03,40.07,1016.06,47.46,488.02
20.51,48.6,1005.29,80.7,448.0
11.48,37.5,1014.38,69.75,472.9
23.84,63.47,1012.54,76.33,444.48
10.3,41.79,1021.09,49.39,471.58
24.96,74.99,1008.25,80.52,440.91
25.22,69.88,1007.17,80.26,443.24
27.45,66.25,1009.3,77.58,437.37
20.92,57.76,1017.22,75.86,453.96
9.59,34.69,1027.65,75.32,478.88
7.4,41.03,1022.09,74.83,486.81
33.71,69.98,1013.09,42.62,431.99
31.3,67.17,1007.27,62.99,433.53
18.13,66.86,1012.9,78.84,454.85
25.02,47.45,1008.07,60.42,446.62
21.89,58.62,1016.15,74.59,450.05
30.29,59.22,1013.05,60.46,441.57
18.2,45.01,1013.82,68.14,452.21
6.94,38.91,1018.94,90.64,485.12
24.89,64.27,1013.52,64.65,444.21
13.61,38.47,1015.1,54.98,466.51
30.3,73.9,1006.72,55.13,440.79
25.61,47.43,1008.62,54.51,442.96
28.63,66.56,1005.88,64.73,427.35
23.27,64.69,1006.84,70.53,438.08
10.16,41.55,1005.69,58.04,477.27
24.92,63.86,1019.19,59.24,440.93
25.86,59.92,1009.92,73.95,436.06
10.13,39.18,1024.09,85.48,479.42
5.65,40.72,1022.46,85.17,487.09
24.55,67.07,1005.66,63.58,443.39
10.53,37.5,1008.55,99.91,472.32
12.95,41.23,993.74,96.35,469.05
24.34,70.79,1006.82,85.66,433.83
25.17,64.79,1017.87,63.26,442.15
21.84,55.5,1019.28,62.17,454.99
20.34,59.8,1015.18,80.21,453.54
11.38,39.22,1018.62,57.14,473.71
23.44,62.52,1016.46,67.21,447.19
31.52,76.2,1008.31,57.35,435.31
11.6,39.1,1009.81,100.09,460.7
9.81,71.14,1019.43,87.93,469.64
27.71,69.13,1001.63,51.45,432.54
29.54,74.99,1005.0,69.69,432.94
15.77,58.16,1016.09,82.56,450.11
12.04,40.1,1014.42,89.65,474.28
7.41,40.81,1026.15,88.96,488.48
22.62,51.3,1012.36,81.02,448.27
27.02,71.77,1006.38,72.1,428.1
26.0,69.88,1007.99,87.07,434.79
22.06,45.61,1014.3,77.75,455.61
30.57,69.71,1008.94,59.99,439.38
18.22,58.2,1017.09,81.92,451.04
18.89,58.66,1010.96,84.07,453.33
23.62,68.63,1013.18,50.57,447.3
10.16,41.62,1013.15,94.3,465.05
29.65,74.9,1003.22,71.09,433.32
28.16,73.21,1002.27,88.26,432.78
10.95,40.81,1016.19,77.96,474.36
24.17,71.25,1003.9,90.36,435.66
27.16,71.32,1007.81,89.07,430.53
26.38,71.73,1010.04,69.45,431.66
13.94,42.86,1012.35,88.78,471.64
10.25,41.46,1018.67,84.41,479.28
4.73,41.31,999.77,93.44,486.6
11.24,42.34,1021.3,95.19,469.3
22.49,62.96,1020.21,78.99,447.48
22.56,60.29,1018.19,67.53,447.15
11.1,44.85,1014.27,65.08,477.03
29.35,71.58,1010.07,61.8,434.45
12.22,40.71,1021.25,80.83,477.07
27.06,72.58,1009.24,90.31,429.18
6.97,41.26,1010.6,96.88,484.71
18.5,52.08,1006.23,100.09,451.23
6.03,41.14,1028.04,87.46,479.61
29.27,64.69,1006.85,55.79,438.23
12.79,41.62,1010.52,81.83,466.91
19.89,50.78,1008.85,92.97,446.35
24.72,77.54,1008.39,81.03,438.52
21.45,60.08,1017.92,72.7,451.49
27.91,64.79,1017.7,48.29,440.53
26.13,73.21,1002.12,92.02,435.34
24.26,67.69,1008.48,66.74,437.4
11.42,40.35,1011.55,82.71,478.7
26.52,73.21,1002.3,95.38,437.02
13.17,38.52,1018.5,83.77,468.82
9.19,42.44,1014.38,94.24,481.55
28.41,61.47,1008.94,56.56,442.54
9.2,39.82,1013.19,91.25,482.89
14.29,39.59,1012.36,92.38,463.13
12.19,44.63,1018.96,80.91,468.91
29.72,77.95,1014.9,72.73,434.99
21.64,44.05,1007.73,74.79,447.96
29.14,75.23,1010.15,54.87,434.82
10.31,44.63,1020.55,88.62,471.78
20.68,68.61,1011.2,84.81,446.33
16.98,53.16,1013.95,82.8,458.93
29.13,66.56,1006.63,52.85,439.31
18.8,47.83,1005.86,76.77,453.9
21.44,60.32,1015.2,81.1,448.84
14.92,46.18,1014.21,98.82,465.63
18.85,48.06,1012.52,67.88,451.77
11.43,41.16,1022.81,92.04,466.86
19.71,43.43,1009.58,65.71,456.24
13.72,54.3,1017.89,79.08,467.05
25.65,43.77,1011.65,46.18,444.01
24.72,68.67,1006.74,79.02,443.06
13.96,40.92,1022.65,73.08,460.95
29.96,70.04,1010.15,54.47,427.1
19.64,44.6,1015.88,47.56,467.53
12.14,40.83,1010.56,78.31,474.82
26.2,71.73,1010.14,76.14,430.89
10.06,42.02,999.37,98.65,477.82
7.28,38.56,1018.96,67.98,485.57
19.72,65.94,1010.53,82.12,446.84
17.82,49.15,1020.73,70.25,457.35
15.85,49.69,1015.33,89.24,469.4
14.95,39.31,1009.15,75.3,462.72
30.47,70.83,1010.91,46.94,444.39
27.2,78.05,1010.15,90.2,430.55
6.93,39.81,1017.25,87.29,484.98
19.33,58.96,1014.88,67.86,456.54
9.63,43.02,1012.4,68.41,480.21
16.9,38.58,1014.09,70.11,459.87
16.37,39.64,1009.19,76.92,463.91
11.23,43.67,1012.57,72.1,475.41
24.81,66.44,1011.19,69.96,435.79
17.44,45.01,1013.65,75.13,456.08
8.36,40.71,1026.34,82.76,487.79
25.07,77.95,1012.87,83.0,438.55
29.86,64.79,1017.37,44.8,439.89
9.45,41.92,1029.32,91.09,467.79
21.12,62.52,1015.62,78.98,450.93
26.13,47.93,1002.81,66.19,441.28
10.76,44.58,1016.41,79.24,483.54
23.41,54.42,1012.86,70.12,454.68
30.28,58.9,1005.03,54.59,439.06
26.86,71.14,1007.11,76.61,426.97
9.31,43.56,1015.09,79.96,482.55
14.59,35.71,1015.19,54.13,469.32
22.67,62.52,1016.47,65.63,449.34
4.99,41.03,1022.33,83.11,493.16
7.46,41.26,1009.63,96.51,482.83
25.61,52.36,1014.1,62.9,451.42
10.08,43.14,1010.67,85.9,478.73
16.73,37.2,1012.94,74.04,463.89
24.31,44.05,1006.16,73.3,442.69
15.94,41.76,1023.32,67.17,462.44
7.1,35.77,1015.39,92.1,480.36
8.47,42.02,1005.37,92.73,477.67
25.71,71.14,1010.02,66.39,432.46
28.5,76.86,999.49,77.47,430.62
27.08,62.91,1011.9,62.58,442.91
8.99,41.26,1020.52,91.96,476.09
13.12,44.21,1019.57,89.29,469.09
12.24,40.96,1023.52,81.09,474.76
24.62,58.66,1011.43,56.61,449.8
25.1,69.89,1015.42,85.81,434.98
28.94,71.64,1006.59,69.24,438.96
5.47,38.68,1017.33,72.71,485.7
13.16,40.71,1021.99,77.91,475.87
19.1,56.53,1020.18,76.38,455.52
22.12,47.93,1005.5,84.47,443.41
24.75,69.45,1013.97,53.49,438.28
15.4,41.16,1005.34,80.22,465.16
29.75,74.87,1009.1,56.5,435.61
30.58,70.04,1010.4,48.16,431.59
20.51,68.08,1012.73,78.05,445.96
28.14,76.86,1000.7,70.17,434.68
25.64,68.14,1005.48,56.11,437.63
9.29,39.96,1026.2,97.55,473.51
21.67,61.45,1010.84,92.19,443.82
30.22,70.32,1011.63,65.97,435.98
30.27,64.05,1011.93,65.72,438.68
10.25,41.26,1007.44,98.08,476.03
27.75,69.89,1015.41,73.01,430.33
22.84,67.32,1013.77,64.67,438.36
13.56,40.03,1017.73,83.76,472.59
24.65,71.98,1006.46,91.11,431.77
19.73,56.65,1020.7,69.49,457.46
14.41,40.83,1009.82,80.43,470.13
10.39,40.22,1004.95,91.65,476.49
24.18,66.48,1004.0,64.86,434.5
27.22,66.49,1013.45,42.41,437.24
14.7,44.9,1021.87,83.9,468.69
17.31,58.49,1011.8,92.77,456.84
14.41,40.71,1016.78,69.77,467.01
21.26,60.84,1018.43,78.83,446.08
9.3,38.18,1017.19,71.51,480.14
26.85,63.56,1013.25,52.84,444.39
13.98,54.3,1015.58,74.91,466.52
25.3,59.43,1009.15,58.3,442.5
22.95,70.98,1005.36,93.76,438.83
19.08,58.59,1013.42,68.88,451.05
23.39,63.94,1010.54,89.94,441.44
18.41,42.44,1012.66,65.93,463.2
18.46,42.18,1001.47,97.61,458.67
20.32,39.72,1002.0,51.71,458.8
26.81,74.9,1003.99,79.88,435.56
22.67,64.15,1021.02,70.49,453.47
21.81,60.27,1015.93,91.38,441.85
27.18,61.41,1012.17,46.11,449.7
20.42,60.77,1017.65,87.07,447.85
6.9,40.62,1018.48,78.84,479.97
9.75,40.81,1026.0,84.44,481.95
9.75,36.66,1026.21,70.12,479.45
25.9,48.92,1009.82,35.42,443.8
26.55,69.45,1013.88,55.39,435.64
17.01,50.59,1015.8,80.95,463.4
29.64,69.51,1012.13,44.65,428.69
8.28,40.56,1023.29,79.44,486.4
30.7,69.59,1008.03,66.78,433.4
28.86,73.4,1011.37,58.76,439.33
30.18,61.5,1009.8,36.81,436.92
23.56,73.67,1007.13,87.1,439.27
26.38,71.58,1011.02,80.9,434.26
12.12,41.17,1017.68,78.72,470.67
27.89,73.21,1001.32,85.88,431.59
32.16,68.14,1004.86,37.77,429.64
27.01,43.21,1011.71,77.84,434.09
18.43,44.63,1019.76,39.99,458.75
28.18,60.07,1016.34,49.13,441.61
15.4,38.73,1000.67,79.71,469.18
31.4,66.54,1003.55,57.73,425.91
12.33,45.51,1016.49,79.2,471.16
25.22,71.85,1009.78,68.96,438.71
17.34,46.48,1007.18,83.15,452.06
8.03,40.67,1020.13,70.87,492.26
15.43,39.64,1008.58,87.99,464.05
7.36,41.01,1024.9,97.88,476.8
30.39,71.8,1010.87,64.11,435.82
14.94,40.0,1017.69,65.43,456.41
14.3,54.3,1015.16,75.29,464.9
26.68,59.92,1009.94,70.57,438.67
15.52,41.93,1022.97,52.92,471.97
23.93,65.59,1011.09,87.26,444.9
17.9,48.98,1014.17,80.4,453.02
15.07,39.82,1012.78,84.46,471.31
25.95,65.61,1014.36,52.54,443.88
29.08,52.84,1006.14,40.09,438.24
23.55,58.79,1010.78,78.47,447.01
28.26,65.34,1014.56,43.4,441.03
32.33,67.83,1008.11,57.48,427.84
7.41,39.16,1015.23,90.66,486.91
13.45,45.87,1008.73,87.06,464.88
26.02,71.94,1009.38,64.12,435.21
30.81,71.97,1008.36,75.0,430.53
10.57,36.71,1022.62,80.49,473.88
6.58,43.02,1014.03,84.95,488.22
6.3,39.33,1010.63,94.26,489.95
8.62,42.49,1009.06,86.93,481.87
26.37,70.79,1005.31,77.3,428.5
15.21,43.56,1012.92,56.61,467.0
23.21,73.42,1010.34,88.29,439.66
23.48,60.23,1011.91,79.48,437.44
28.84,75.6,1018.41,53.96,442.69
25.43,60.95,1014.62,51.39,444.65
23.48,49.16,1002.7,70.22,445.72
9.37,42.32,1015.15,82.96,477.57
10.63,42.28,1008.37,92.68,474.97
32.91,73.68,1014.49,50.62,426.28
34.6,64.96,1003.3,34.32,427.65
21.45,60.84,1017.86,82.8,444.99
20.16,57.76,1019.34,72.1,455.13
8.72,36.25,1029.31,85.73,479.94
22.36,58.79,1011.77,87.51,446.49
28.1,61.02,1011.28,59.05,437.5
30.93,69.98,1013.33,62.1,432.25
32.49,71.32,1005.03,57.12,433.59
15.12,43.79,1016.37,75.62,470.11
13.97,38.47,1015.15,55.28,464.3
23.73,61.02,1009.71,78.7,442.22
14.48,40.83,1009.42,81.74,469.64
8.53,40.77,1009.85,90.95,481.03
31.88,67.32,1013.64,35.1,436.64
10.79,39.82,1012.89,88.25,479.92
31.97,79.74,1007.03,55.84,435.99
13.35,39.58,1012.41,83.45,465.85
13.7,43.22,1012.01,71.57,463.99
12.02,39.69,1006.05,84.66,470.17
24.17,71.58,1010.16,89.96,436.27
5.98,41.31,1001.66,89.5,484.51
19.15,44.34,1019.54,48.09,468.8
20.5,51.19,1009.0,91.79,445.35
13.93,38.91,1013.04,73.51,470.39
32.55,69.89,1013.87,40.09,428.84
33.62,77.17,1009.38,63.71,431.03
23.46,72.43,1008.0,90.55,435.36
28.85,57.19,1008.2,58.4,436.8
22.07,70.72,1010.52,82.96,442.88
26.86,71.32,1007.38,81.14,430.44
14.44,39.0,1017.06,76.02,466.96
19.08,44.63,1020.05,41.07,455.95
15.47,48.98,1016.42,89.85,457.55
15.55,42.03,1017.41,74.58,460.84
23.25,70.32,1009.28,86.52,437.96
17.54,44.58,1016.56,79.0,465.51
21.91,70.32,1009.17,90.57,439.29
21.29,51.43,1011.31,90.12,452.94
24.35,66.49,1012.48,62.12,439.15
10.2,41.62,1016.52,98.09,462.87
13.76,45.08,1023.77,80.48,469.74
29.28,77.17,1009.4,76.3,433.14
14.42,41.16,1004.32,88.42,467.25
18.71,53.16,1013.26,82.64,455.7
22.72,58.82,1012.54,77.72,448.67
24.8,65.48,1018.56,62.05,442.02
20.3,62.52,1017.96,75.17,451.86
23.82,48.92,1010.48,44.45,446.85
22.97,42.48,1012.84,64.71,466.7
30.04,67.25,1017.65,52.84,435.17
13.78,43.22,1011.31,69.7,463.71
24.49,65.06,1014.07,63.32,441.4
22.71,59.43,1005.68,83.52,441.24
22.32,59.8,1016.82,64.18,451.21
24.14,59.87,1018.47,57.76,444.04
20.2,64.45,1009.03,61.77,452.33
31.19,69.68,1012.6,52.06,440.97
26.94,71.14,1011.63,62.74,434.03
28.84,75.6,1018.41,53.96,442.69
22.88,59.21,1011.51,86.93,440.25
9.66,40.05,1015.78,89.06,481.14
15.92,39.16,1006.59,71.32,460.45
23.0,63.78,1015.85,70.46,444.62
28.06,70.04,1009.89,66.07,431.7
23.55,61.87,1009.65,54.83,443.54
10.05,40.23,1019.71,90.41,475.48
27.75,66.51,1015.42,39.0,433.08
21.95,50.66,1013.92,70.94,455.23
22.17,70.47,1011.07,82.57,441.14
30.74,79.05,1005.78,73.19,430.69
8.35,43.52,1022.78,97.34,479.31
23.48,64.15,1021.08,57.77,450.89
27.96,73.42,1011.11,71.93,435.93
26.08,76.86,1003.3,79.49,436.85
7.93,41.01,1023.64,97.23,476.37
29.84,74.87,1009.64,61.39,435.05
26.71,66.25,1008.11,79.28,435.41
25.85,67.69,1007.7,70.14,434.0
23.29,65.61,1014.81,70.27,447.67
25.77,62.96,1019.86,58.07,442.83
16.9,44.88,1018.14,72.21,466.8
13.9,40.2,1013.13,89.91,464.17
26.99,62.26,1011.13,71.27,436.89
23.61,63.94,1012.9,87.06,441.57
21.31,49.39,1020.18,71.35,455.34
27.93,73.68,1015.41,49.95,435.95
11.57,39.72,1002.26,78.69,474.72
19.82,41.67,1012.92,51.92,456.87
35.01,74.67,1016.1,26.3,428.48
8.38,39.22,1015.03,75.14,478.82
19.94,44.63,1004.73,78.48,455.58
30.69,69.89,1013.9,42.85,431.01
29.59,71.77,1006.33,62.35,426.62
13.2,45.01,1013.96,78.78,466.71
24.18,66.48,1003.3,70.99,433.37
14.09,44.47,1029.08,72.36,466.53
28.29,68.67,1005.46,69.22,436.4
25.93,66.56,1004.97,76.35,433.25
29.08,67.79,1010.91,55.96,442.78
16.88,38.58,1014.72,73.99,462.7
31.8,69.05,1000.77,49.82,426.5
23.86,63.77,1014.6,82.37,440.58
31.68,68.24,1005.29,37.34,427.22
14.85,44.63,1020.67,75.76,460.06
